Image	Collection	Production	Date	Occasion	Leaflet_Language	Opmerking
0231_1933-1934_00232-20230218_115228.jpg	1933-1934	Mister Wu + De Zeven Hoofdzonden	25/2/1934	N/A	Dutch	N/A
0232_1933-1934_00233-20230218_115256.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0233_1933-1934_00234-20230218_115305.jpg	1933-1934	Othello	27/2/1934	GAKVO-gala	Dutch	N/A
0234_1933-1934_00235-20230218_115313.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0235_1933-1934_00236-20230218_115324.jpg	1933-1934	Madame Butterfly	1/3/1934	gastvoorstelling Helena Krinkels	Dutch	N/A
0236_1933-1934_00237-20230218_115334.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0237_1933-1934_00238-20230218_115345.jpg	1933-1934	Driemeisjeshuis	3/3/1934	N/A	Dutch	N/A
0238_1933-1934_00239-20230218_115354.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0239_1933-1934_00240-20230218_115403.jpg	1933-1934	Mister Wu + Bolero	4/3/1934	N/A	Dutch	N/A
0240_1933-1934_00241-20230218_115411.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0241_1933-1934_00242-20230218_115420.jpg	1933-1934	Boheme	4/3/1934	gastvoorstelling Helena Krinkels	Dutch	N/A
0242_1933-1934_00243-20230218_115429.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0243_1933-1934_00244-20230218_115439.jpg	1933-1934	Tristan en Isolde	6/3/1934	gastvoorstelling Gustaaf de Loor	Dutch	N/A
0244_1933-1934_00245-20230218_115450.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0245_1933-1934_00246-20230218_115500.jpg	1933-1934	Mister Wu + Bolero	8/3/1934	N/A	Dutch	N/A
untitleddocument_00002-20230818_142251.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0246_1933-1934_00247-20230218_115531.jpg	1933-1934	De Lustige Boer	10/3/1934	N/A	Dutch	N/A
0247_1933-1934_00248-20230218_115540.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0248_1933-1934_00249-20230218_115553.jpg	1933-1934	Faust	11/3/1934	N/A	Dutch	N/A
0249_1933-1934_00250-20230218_115601.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0250_1933-1934_00251-20230218_115613.jpg	1933-1934	Carmen	11/3/1934	N/A	Dutch	N/A
0251_1933-1934_00252-20230218_115624.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0252_1933-1934_00253-20230218_115634.jpg	1933-1934	De Vledermuis	13/3/1934	GAKVO-gala	Dutch	N/A
0253_1933-1934_00254-20230218_115646.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0254_1933-1934_00255-20230218_115654.jpg	1933-1934	De Vliegende Hollander	15/3/1934	gastvoorstelling Georges Youreneff – Gustaaf de Loor	Dutch	N/A
0255_1933-1934_00256-20230218_115703.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0256_1933-1934_00257-20230218_115713.jpg	1933-1934	De Spook in't Slot	17/3/1934	eerste opvoering in België	Dutch	N/A
0257_1933-1934_00258-20230218_115722.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0258_1933-1934_00259-20230218_115730.jpg	1933-1934	Rigoletto	18/3/1934	gastvoorstelling Mignon Spence – Georges Youreneff	Dutch	N/A
0259_1933-1934_00260-20230218_115739.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0260_1933-1934_00261-20230218_115748.jpg	1933-1934	De Lustige Boer	18/3/1934	N/A	Dutch	N/A
0261_1933-1934_00262-20230218_115814.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0262_1933-1934_00263-20230218_115823.jpg	1933-1934	De Spook in't Slot	20/3/1934	N/A	Dutch	N/A
0263_1933-1934_00264-20230218_115834.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0264_1933-1934_00265-20230218_115843.jpg	1933-1934	Othello	22/3/1934	gastvoorstelling Georges Youreneff – Gustaaf de Loor	Dutch	N/A
0265_1933-1934_00266-20230218_115902.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0266_1933-1934_00267-20230218_115921.jpg	1933-1934	Othello	24/3/1934	gastvoorstelling Georges Youreneff – Gustaaf de Loor	Dutch	N/A
0267_1933-1934_00268-20230218_115933.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0268_1933-1934_00269-20230218_120014.jpg	1933-1934	Het Land van den Glimlach	25/3/1934	gastvoorstelling A. Locufier	Dutch	N/A
0269_1933-1934_00270-20230218_120023.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0270_1933-1934_00271-20230218_120031.jpg	1933-1934	Madame Butterfly + Bolero	25/3/1934	gastvoorstelling Helena Krinkels (Madame Butterfly)	Dutch	N/A
0271_1933-1934_00272-20230218_120039.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0313_1933-1934_00313-20230310_135706.jpg	1933-1934	Paganini	27/3/1934	N/A	Dutch	N/A
0272_1933-1934_00273-20230218_120110.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0273_1933-1934_00274-20230218_120119.jpg	1933-1934	Parsifal	30/3/1934	GAKVO-gala, gastvoorstelling Anny Helm + Baust + Siegfried Tapolet + Jaro Prohaska	Dutch	Baust is vervanging voor René Maison + twaalfde gala
0274_1933-1934_00275-20230218_120129.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0275_1933-1934_00276-20230218_120209.jpg	1933-1934	Paganini	31/3/1934	N/A	Dutch	N/A
0276_1933-1934_00277-20230218_120218.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0277_1933-1934_00278-20230218_120225.jpg	1933-1934	Christ’l	1/4/1934	gastvoorstelling Octavie Belloy	Dutch	N/A
0278_1933-1934_00279-20230218_120234.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0279_1933-1934_00280-20230218_120257.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0280_1933-1934_00281-20230218_120305.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0281_1933-1934_00282-20230218_120312.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0282_1933-1934_00283-20230218_120319.jpg	1933-1934	Rigoletto	1/4/1934	gastvoorstelling Helena Krinkels + Georges Youreneff	Dutch	N/A
0283_1933-1934_00284-20230218_120328.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0284_1933-1934_00285-20230218_120336.jpg	1933-1934	Het Land van den Glimlach	2/4/1934	gastvoorstelling A. Locufier	Dutch	N/A
0285_1933-1934_00286-20230218_120343.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0286_1933-1934_00287-20230218_120351.jpg	1933-1934	Carmen	3/4/1934	gastvoorstelling Miguel Fleta	Dutch	N/A
0287_1933-1934_00288-20230218_120405.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0288_1933-1934_00289-20230218_120413.jpg	1933-1934	Faust	5/4/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
0289_1933-1934_00290-20230218_120422.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0290_1933-1934_00291-20230218_120430.jpg	1933-1934	Tosca	6/4/1934	gastvoorstelling Miguel Fleta	Dutch	N/A
0291_1933-1934_00292-20230218_120439.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0292_1933-1934_00293-20230218_120446.jpg	1933-1934	Het Land van den Glimlach	7/4/1934	gastvoorstelling A. Locufier	Dutch	N/A
0293_1933-1934_00294-20230218_120454.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0294_1933-1934_00295-20230218_120501.jpg	1933-1934	Paganini	8/4/1934	N/A	Dutch	N/A
0295_1933-1934_00296-20230218_120510.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0296_1933-1934_00297-20230218_120547.jpg	1933-1934	Christ’l	8/4/1934	gastvoorstelling Octavie Belloy	Dutch	N/A
0297_1933-1934_00298-20230218_120556.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0298_1933-1934_00299-20230218_120604.jpg	1933-1934	Quinten Massys + Josaphat-Park	10/4/1934	Eere-avond	Dutch	N/A
0299_1933-1934_00300-20230218_120613.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0300_1933-1934_00301-20230218_120621.jpg	1933-1934	Christ’l	12/4/1934	gastvoorstelling Octavie Belloy	Dutch	N/A
0314_1933-1934_00314-20230310_135734.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0301_1933-1934_00302-20230218_120648.jpg	1933-1934	Parsifal	14/4/1934	N/A	N/A	N/A
0302_1933-1934_00303-20230218_120656.jpg	1933-1934	N/A	N/A	N/A	Dutch	N/A
0303_1933-1934_00304-20230218_120704.jpg	1933-1934	Madame Butterfly	15/4/1934	gastvoorstelling Helena Krinkels	Dutch	N/A
0304_1933-1934_00305-20230218_120712.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0305_1933-1934_00306-20230218_120721.jpg	1933-1934	Driemeisjeshuis + Mister Wu + Paganini	15/4/1934	Sluitvoorstelling	Dutch	N/A
0306_1933-1934_00307-20230218_120729.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0307_1933-1934_00308-20230218_120736.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0308_1933-1934_00309-20230218_120746.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0309_1933-1934_00310-20230218_120752.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
0310_1933-1934_00311-20230218_120800.jpg	1933-1934	N/A	N/A	N/A	N/A	N/A
1934-1935_00001-20230218_122836.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00002-20230218_122846.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00003-20230218_122853.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00004-20230218_122904.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00005-20230218_122910.jpg	1934-1935	N/A	N/A	N/A	Dutch	N/A
1934-1935_00006-20230218_122923.jpg	1934-1935	N/A	N/A	N/A	Dutch	N/A
1934-1935_00007-20230218_122931.jpg	1934-1935	Herbergprinses	29/9/1934	gala	Dutch	N/A
1934-1935_00008-20230218_122941.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00009-20230218_122947.jpg	1934-1935	Herbergprinses	30/9/1934	N/A	Dutch	Datum aangepast, was eerst 4/10/1934
1934-1935_00010-20230218_122956.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00011-20230218_123113.jpg	1934-1935	Samson en Dalila	30/9/1934	N/A	Dutch	N/A
1934-1935_00012-20230218_123123.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00013-20230218_123129.jpg	1934-1935	De Vledermuis	2/10/1934	N/A	Dutch	N/A
1934-1935_00014-20230218_123142.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00015-20230218_123149.jpg	1934-1935	De Vledermuis	4/10/1934	N/A	Dutch	Datum aangepast, was eerst 7/10/1934
1934-1935_00016-20230218_123210.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00017-20230218_123217.jpg	1934-1935	Charlotte Corday	6/10/1934	N/A	Dutch	N/A
1934-1935_00018-20230218_123400.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00019-20230218_123408.jpg	1934-1935	Samson en Dalila	7/10/1934	N/A	Dutch	N/A
1934-1935_00020-20230218_123417.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00021-20230218_123423.jpg	1934-1935	De Vledermuis	7/10/1934	N/A	Dutch	N/A
1934-1935_00022-20230218_123433.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00023-20230218_123438.jpg	1934-1935	Samson en Dalila	11/10/1934	N/A	Dutch	N/A
1934-1935_00024-20230218_123446.jpg	1934-1935	N/A	N/A	N/A	Dutch	N/A
1934-1935_00025-20230218_123452.jpg	1934-1935	Lohengrin	13/10/1934	N/A	Dutch	N/A
1934-1935_00026-20230218_123502.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00027-20230218_123509.jpg	1934-1935	De Vledermuis	14/10/1934	N/A	Dutch	N/A
1934-1935_00028-20230218_123524.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00029-20230218_123530.jpg	1934-1935	Charlotte Corday	14/10/1934	N/A	Dutch	N/A
1934-1935_00030-20230218_123539.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00031-20230218_123546.jpg	1934-1935	Faust	16/10/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00032-20230218_123555.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00033-20230218_123601.jpg	1934-1935	Charlotte Corday	18/10/1934	N/A	Dutch	N/A
1934-1935_00034-20230218_123611.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00035-20230218_123618.jpg	1934-1935	Lohengrin	19/10/1934	gala	Dutch	N/A
1934-1935_00036-20230218_123630.jpg	1934-1935	N/A	N/A	N/A	Dutch	N/A
1934-1935_00037-20230218_123637.jpg	1934-1935	De Vledermuis	20/10/1934	N/A	Dutch	N/A
1934-1935_00038-20230218_123648.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00039-20230218_123721.jpg	1934-1935	Charlotte Corday	21/10/1934	N/A	Dutch	N/A
1934-1935_00040-20230218_123741.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00041-20230218_123803.jpg	1934-1935	Herbergprinses	21/10/1934	N/A	Dutch	N/A
1934-1935_00042-20230218_123811.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00278-20230310_135841.jpg	1934-1935	Charlotte Corday	23/10/1934	N/A	Dutch	N/A
1934-1935_00043-20230218_123841.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00044-20230218_123847.jpg	1934-1935	Faust	25/10/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00045-20230218_123857.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00046-20230218_123902.jpg	1934-1935	Martha	27/10/1934	N/A	N/A	N/A
1934-1935_00047-20230218_123911.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00048-20230218_123918.jpg	1934-1935	Martha	28/10/1934	N/A	Dutch	N/A
1934-1935_00049-20230218_123929.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00050-20230218_123934.jpg	1934-1935	Lohengrin	28/10/1934	N/A	Dutch	N/A
1934-1935_00051-20230218_123943.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00052-20230218_123950.jpg	1934-1935	Het Land van den Glimlach	30/10/1934	N/A	Dutch	N/A
1934-1935_00053-20230218_124000.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00054-20230218_124006.jpg	1934-1935	Het Land van den Glimlach	1/11/1934	N/A	Dutch	N/A
1934-1935_00055-20230218_124020.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00056-20230218_124028.jpg	1934-1935	Charlotte Corday	1/11/1934	N/A	Dutch	N/A
1934-1935_00057-20230218_124043.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00058-20230218_124050.jpg	1934-1935	Boris Godounow	3/11/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00059-20230218_124100.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00060-20230218_124105.jpg	1934-1935	Faust	4/11/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00061-20230218_124125.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00062-20230218_124131.jpg	1934-1935	Martha	4/11/1934	N/A	Dutch	N/A
1934-1935_00063-20230218_124148.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00064-20230218_124154.jpg	1934-1935	Lohengrin	6/11/1934	N/A	Dutch	N/A
1934-1935_00065-20230218_124207.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00066-20230218_124215.jpg	1934-1935	Het Land van den Glimlach	8/11/1934	N/A	Dutch	N/A
1934-1935_00067-20230218_124225.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00068-20230218_124232.jpg	1934-1935	Faust	10/11/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
untitleddocument_00003-20230818_142251.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00069-20230218_124304.jpg	1934-1935	Lohengrin	11/11/1934	N/A	Dutch	N/A
1934-1935_00070-20230218_124318.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00071-20230218_124324.jpg	1934-1935	Het Lied der Liefde	11/11/1934	eerste herneming	Dutch	N/A
1934-1935_00072-20230218_124334.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00073-20230218_124340.jpg	1934-1935	Boris Godounow	13/11/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00074-20230218_124351.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00075-20230218_124357.jpg	1934-1935	Lohengrin	15/11/1934	N/A	Dutch	N/A
1934-1935_00076-20230218_124406.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00077-20230218_124413.jpg	1934-1935	Vlammend Land	17/11/1934	gala	Dutch	N/A
1934-1935_00078-20230218_124422.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00079-20230218_124429.jpg	1934-1935	Driemeisjeshuis	18/11/1934	N/A	Dutch	N/A
1934-1935_00080-20230218_124438.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00081-20230218_124445.jpg	1934-1935	Vlammend Land	18/11/1934	N/A	Dutch	N/A
1934-1935_00082-20230218_124453.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00083-20230218_124500.jpg	1934-1935	Het Lied der Liefde	20/11/1934	N/A	Dutch	N/A
1934-1935_00084-20230218_124510.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00085-20230218_124516.jpg	1934-1935	Boris Godounow	22/11/1934	N/A	Dutch	N/A
1934-1935_00086-20230218_124526.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00087-20230218_124531.jpg	1934-1935	Het Land van den Glimlach	24/11/1934	N/A	Dutch	N/A
1934-1935_00088-20230218_124541.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00089-20230218_124554.jpg	1934-1935	Het Lied der Liefde	25/11/1934	N/A	Dutch	N/A
1934-1935_00090-20230218_124605.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00091-20230218_124612.jpg	1934-1935	Driemeisjeshuis	25/11/1934	N/A	Dutch	N/A
1934-1935_00092-20230218_124701.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00093-20230218_124709.jpg	1934-1935	Samson en Dalila	27/11/1934	N/A	Dutch	Datum aangepast, was eerst 7/10/1934
1934-1935_00094-20230218_124717.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00095-20230218_124724.jpg	1934-1935	Rigoletto	29/11/1934	gastvoorstelling Mignon Spence – Georges Youreneff, eerste herneming	Dutch	N/A
untitleddocument_00004-20230818_142251.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00096-20230218_124748.jpg	1934-1935	Rigoletto	1/12/1934	gastvoorstelling Mignon Spence – Georges Youreneff, eerste herneming	Dutch	Datum aangepast, was eerst 29/11/1934
1934-1935_00097-20230218_124814.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00098-20230218_124823.jpg	1934-1935	Faust	2/12/1934	gastvoorstelling Georges Youreneff	Dutch	N/A
1934-1935_00099-20230218_124840.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00100-20230218_124847.jpg	1934-1935	Het Land van den Glimlach	2/12/1934	N/A	Dutch	N/A
1934-1935_00101-20230218_124856.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00102-20230218_124904.jpg	1934-1935	Arabella	4/12/1934	Gala	Dutch	N/A
1934-1935_00103-20230218_124915.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00104-20230218_124923.jpg	1934-1935	Vlammend Land	6/12/1934	N/A	Dutch	N/A
1934-1935_00105-20230218_124939.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00106-20230218_124945.jpg	1934-1935	De Ontvoering uit het Serail	8/12/1934	gastvoorstelling Mignon Spence, eerste opvoering	Dutch	N/A
1934-1935_00107-20230218_125004.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00108-20230218_125010.jpg	1934-1935	Vlammend Land	9/12/1934	N/A	Dutch	N/A
1934-1935_00109-20230218_125021.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00110-20230218_125028.jpg	1934-1935	Rigoletto	9/12/1934	N/A	Dutch	N/A
1934-1935_00111-20230218_125038.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00112-20230218_125044.jpg	1934-1935	Hoffman’s Vertellingen	11/12/1934	N/A	Dutch	N/A
1934-1935_00113-20230218_125054.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00114-20230218_125059.jpg	1934-1935	De Ontvoering uit het Serail	13/12/1934	gastvoorstelling Mignon Spence, eerste opvoering	Dutch	Niet echt eerste opvoering
1934-1935_00115-20230218_125108.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00116-20230218_125141.jpg	1934-1935	De Rozenkavalier	15/12/1934	gastvoorstelling Erich Fuchs, eerste herneming	Dutch	N/A
1934-1935_00117-20230218_125154.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00118-20230218_125203.jpg	1934-1935	Hoffman’s Vertellingen	16/12/1934	gastvoorstelling Mignon Spence – Georges Youreneff	Dutch	N/A
1934-1935_00119-20230218_125211.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00120-20230218_125219.jpg	1934-1935	De Rozenkavalier	16/12/1934	gastvoorstelling Erich Fuchs	Dutch	N/A
untitleddocument_00005-20230818_142251.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00121-20230218_125351.jpg	1934-1935	De Rozenkavalier	18/12/1934	gastvoorstelling Erich Fuchs	Dutch	N/A
1934-1935_00122-20230218_125403.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00123-20230218_125418.jpg	1934-1935	Charlotte Corday	20/12/1934	Voorstelling den Lasalle-Kring aangeboden en ten bate der liefdadige instelling “Sanatorium De Mick”	Dutch	N/A
1934-1935_00124-20230218_125428.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00125-20230218_125435.jpg	1934-1935	Hoffman’s Vertellingen	22/12/1934	gastvoorstelling Mignon Spence – Georges Youreneff	Dutch	N/A
1934-1935_00126-20230218_125445.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00127-20230218_125453.jpg	1934-1935	Sissy	23/12/1934	eerste herneming	Dutch	N/A
1934-1935_00128-20230218_125504.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00129-20230218_125511.jpg	1934-1935	Hoffman’s Vertellingen	23/12/1934	gastvoorstelling Mignon Spence – Georges Youreneff	Dutch	N/A
1934-1935_00130-20230218_125521.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00131-20230218_125528.jpg	1934-1935	Driemeisjeshuis	25/12/1934	N/A	Dutch	N/A
1934-1935_00132-20230218_125547.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00133-20230218_125554.jpg	1934-1935	Sissy	25/12/1934	N/A	Dutch	N/A
1934-1935_00134-20230218_125612.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00135-20230218_125621.jpg	1934-1935	Driemeisjeshuis	26/12/1934	N/A	Dutch	N/A
1934-1935_00136-20230218_125637.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00137-20230218_125643.jpg	1934-1935	Het Land van den Glimlach	26/12/1934	N/A	Dutch	N/A
1934-1935_00138-20230218_125657.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00139-20230218_125706.jpg	1934-1935	Sissy	27/12/1934	N/A	Dutch	Programma aangepast, was eerst Rigoletto
1934-1935_00140-20230218_125725.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00141-20230218_125732.jpg	1934-1935	Madame de Pompadour	29/12/1934	eerste opvoering	Dutch	N/A
1934-1935_00142-20230218_125825.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00143-20230218_125833.jpg	1934-1935	Rigoletto	30/12/1934	N/A	Dutch	N/A
1934-1935_00144-20230218_125855.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00145-20230218_125908.jpg	1934-1935	Madame de Pompadour	30/12/1934	N/A	Dutch	N/A
1934-1935_00146-20230218_125919.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00279-20230310_135946.jpg	1934-1935	Madame de Pompadour	1/1/1935	eerste opvoering	Dutch	Niet echt eerste opvoering
1934-1935_00147-20230218_130104.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00148-20230218_130111.jpg	1934-1935	Carmen	3/1/1935	N/A	Dutch	N/A
1934-1935_00149-20230218_130140.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00150-20230218_130154.jpg	1934-1935	Driemeisjeshuis	5/1/1935	N/A	Dutch	N/A
1934-1935_00151-20230218_130215.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00152-20230218_130232.jpg	1934-1935	Carmen	6/1/1935	N/A	Dutch	N/A
1934-1935_00153-20230218_130247.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00154-20230218_130255.jpg	1934-1935	Sissy	6/1/1935	N/A	Dutch	N/A
1934-1935_00155-20230218_130456.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00156-20230218_130503.jpg	1934-1935	Driemeisjeshuis	8/1/1935	N/A	Dutch	N/A
1934-1935_00157-20230218_130528.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00158-20230218_130621.jpg	1934-1935	Lohengrin	9/1/1935	gala ter viering van het tienjarig tooneeljubileum van Jef Sterkens	Dutch	N/A
1934-1935_00159-20230218_130640.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00160-20230218_130655.jpg	1934-1935	Madame de Pompadour	10/1/1935	N/A	Dutch	N/A
1934-1935_00161-20230218_130705.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00162-20230218_130716.jpg	1934-1935	Carmen	12/1/1935	gastvoorstelling Dago Meybert	Dutch	N/A
1934-1935_00163-20230218_130734.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00164-20230218_130745.jpg	1934-1935	Madame de Pompadour	13/1/1935	N/A	Dutch	N/A
1934-1935_00165-20230218_130759.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
1934-1935_00166-20230218_130813.jpg	1934-1935	Carmen	13/1/1935	gastvoorstelling Dago Meybert	Dutch	N/A
1934-1935_00167-20230218_130823.jpg	1934-1935	N/A	N/A	N/A	N/A	N/A
