,Image,Collection,Production,Date,Occasion,Leaflet_Language,Opmerking,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Title_Language,Season
40,0042_Untitled document_00043-20230218_104113.jpg,1933-1934,Boris Godounow,1933-10-22,gastvoorstelling Georges Youreneff,Dutch,,False,241272,Boris Godounow,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
42,0044_Untitled document_00045-20230218_104309.jpg,1933-1934,Driemeisjeshuis,1933-10-22,,Dutch,,False,276170,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1933-1934
44,0046_Untitled document_00047-20230218_104332.jpg,1933-1934,Driemeisjeshuis,1933-10-24,,Dutch,,False,530633,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1933-1934
46,0048_Untitled document_00049-20230218_104422.jpg,1933-1934,Boris Godounow,1933-10-26,gastvoorstelling Georges Youreneff,Dutch,,False,313996,Boris Godounow,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
48,0050_Untitled document_00051-20230218_104448.jpg,1933-1934,De Vliegende Hollander,1933-10-28,gastvoorstelling Gustaaf de Loor,Dutch,,False,117994,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1933-1934
50,0052_Untitled document_00053-20230218_104511.jpg,1933-1934,Hoffman’s Vertellingen,1933-10-29,,Dutch,,False,711306,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
52,0054_Untitled document_00055-20230218_104558.jpg,1933-1934,Boris Godounow,1933-10-29,gastvoorstelling Georges Youreneff,Dutch,,False,917924,Boris Godounow,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
54,0056_Untitled document_00057-20230218_104616.jpg,1933-1934,Faust,1933-10-31,,Dutch,,False,489873,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1933-1934
56,0058_Untitled document_00059-20230218_104632.jpg,1933-1934,De Vliegende Hollander,1933-11-02,gastvoorstelling Gustaaf de Loor,Dutch,,False,230515,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1933-1934
58,0060_Untitled document_00061-20230218_104647.jpg,1933-1934,Hoffman’s Vertellingen,1933-11-04,,Dutch,,False,336188,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
60,0062_Untitled document_00063-20230218_104815.jpg,1933-1934,De Vliegende Hollander,1933-11-05,gastvoorstelling Gustaaf de Loor,Dutch,,False,182618,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1933-1934
62,0064_Untitled document_00065-20230218_104835.jpg,1933-1934,Sissy,1933-11-05,"gastvoorstelling Octavie Belloy, eerste opvoering in België",Dutch,,False,465459,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
64,0066_Untitled document_00067-20230218_104916.jpg,1933-1934,Hoffman’s Vertellingen,1933-11-07,,Dutch,,False,982074,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
66,0068_Untitled document_00069-20230218_104935.jpg,1933-1934,Sissy,1933-11-09,gastvoorstelling Octavie Belloy,Dutch,,False,116031,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
68,0070_Untitled document_00071-20230218_104955.jpg,1933-1934,Tosca,1933-11-11,gastvoorstelling Gustaaf de Loor – Georges Youreneff,Dutch,,False,932724,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
70,0072_Untitled document_00073-20230218_105014.jpg,1933-1934,Sissy,1933-11-12,gastvoorstelling Octavie Belloy,Dutch,,False,855041,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
72,0074_Untitled document_00075-20230218_105041.jpg,1933-1934,Tosca,1933-11-12,gastvoorstelling Georges Youreneff,Dutch,,False,113041,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
74,0076_Untitled document_00077-20230218_105059.jpg,1933-1934,Tannhäuser,1933-11-14,GAKVO-gala,Dutch,,False,699922,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1933-1934
76,0078_Untitled document_00079-20230218_105115.jpg,1933-1934,Tosca,1933-11-16,gastvoorstelling Georges Youreneff,Dutch,,False,943780,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
78,0080_Untitled document_00081-20230218_105133.jpg,1933-1934,Madame Butterfly,1933-11-18,gastvoorstelling Helena Krinkels,Dutch,,False,881018,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
80,0082_Untitled document_00083-20230218_105151.jpg,1933-1934,Tosca,1933-11-19,gastvoorstelling Georges Youreneff,Dutch,,False,676823,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
82,0084_Untitled document_00085-20230218_105209.jpg,1933-1934,Madame Butterfly,1933-11-19,gastvoorstelling Helena Krinkels (Madame Butterfly),Dutch,,True,801558,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
83,0084_Untitled document_00085-20230218_105209.jpg,1933-1934,De Wals,1933-11-19,gastvoorstelling Helena Krinkels (Madame Butterfly),Dutch,,True,801558,De Wals,N/A,Maurice Ravel,1920,La Valse,ballet,NL,1933-1934
85,0086_Untitled document_00087-20230218_105227.jpg,1933-1934,Tosca,1933-11-21,gastvoorstelling Georges Youreneff,Dutch,,False,731171,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
87,0088_Untitled document_00089-20230218_105245.jpg,1933-1934,Sissy,1933-11-23,gastvoorstelling Octavie Belloy,Dutch,,False,164087,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
89,0090_Untitled document_00091-20230218_105303.jpg,1933-1934,Francesca,1933-11-25,"gala, eerste opvoering",Dutch,,False,956256,Francesca,FR,August de Boeck,1921,La route d'émeraude,opera lyrique,Unk,1933-1934
91,0092_Untitled document_00093-20230218_105319.jpg,1933-1934,Faust,1933-11-26,,Dutch,,False,961878,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1933-1934
93,0094_Untitled document_00095-20230218_105337.jpg,1933-1934,Sissy,1933-11-26,gastvoorstelling Octavie Belloy,Dutch,,False,759352,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
95,0096_Untitled document_00097-20230218_105354.jpg,1933-1934,Madame Butterfly,1933-11-28,GAKVO-gala,Dutch,,True,793073,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
96,0096_Untitled document_00097-20230218_105354.jpg,1933-1934,De Wals,1933-11-28,GAKVO-gala,Dutch,,True,793073,De Wals,N/A,Maurice Ravel,1920,La Valse,ballet,NL,1933-1934
98,0098_Untitled document_00099-20230218_105412.jpg,1933-1934,Francesca,1933-11-30,,Dutch,,False,159356,Francesca,FR,August de Boeck,1921,La route d'émeraude,opera lyrique,Unk,1933-1934
100,,1933-1934,Boris Godounow,1933-12-02,gastvoorstelling Georges Youreneff,Dutch,,False,968944,Boris Godounow,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
102,0101_1933-1934_00102-20230218_111834.jpg,1933-1934,Madame Butterfly,1933-12-03,gastvoorstelling Helena Krinkels,Dutch,,False,274837,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
104,0103_1933-1934_00104-20230218_111850.jpg,1933-1934,De Walkure,1933-12-03,gastvoorstelling Gustaaf de Loor,Dutch,,False,129510,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1933-1934
106,0105_1933-1934_00106-20230218_111907.jpg,1933-1934,Traviata,1933-12-05,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,836491,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
108,0107_1933-1934_00108-20230218_111927.jpg,1933-1934,Hansje en Grietje,1933-12-06,Kindermatinée,Dutch,,False,187154,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,NL,1933-1934
110,0109_1933-1934_00110-20230218_111948.jpg,1933-1934,De Walkure,1933-12-07,gastvoorstelling Gustaaf de Loor,Dutch,,False,259449,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1933-1934
112,0111_1933-1934_00112-20230218_112006.jpg,1933-1934,Traviata,1933-12-09,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,667157,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
114,0113_1933-1934_00114-20230218_112024.jpg,1933-1934,Sissy,1933-12-10,gastvoorstelling Octavie Belloy,Dutch,,False,193250,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
116,0115_1933-1934_00116-20230218_112041.jpg,1933-1934,Traviata,1933-12-10,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,191929,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
118,0117_1933-1934_00118-20230218_112059.jpg,1933-1934,Carmen,1933-12-12,GAKVO-gala,Dutch,,False,576064,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1933-1934
120,0119_1933-1934_00120-20230218_112120.jpg,1933-1934,Traviata,1933-12-14,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,268690,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
122,0121_1933-1934_00122-20230218_112137.jpg,1933-1934,De Walkure,1933-12-16,gastvoorstelling Gustaaf de Loor,Dutch,,False,693082,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1933-1934
124,0123_1933-1934_00124-20230218_112156.jpg,1933-1934,Traviata,1933-12-17,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,688189,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
126,0310_1933-1934_00311-20230218_120800.jpg,1933-1934,Francesca,1933-12-17,,Dutch,,False,822083,Francesca,FR,August de Boeck,1921,La route d'émeraude,opera lyrique,Unk,1933-1934
128,0126_1933-1934_00127-20230218_112254.jpg,1933-1934,Het Land van den Glimlach,1933-12-19,gastvoorstelling Hans Heinz,Dutch,,False,265201,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
130,0128_1933-1934_00129-20230218_112311.jpg,1933-1934,Het Land van den Glimlach,1933-12-23,gastvoorstelling Hans Heinz,Dutch,"Datum aangepast, was eerst 21/12/1933",False,823817,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
132,0130_1933-1934_00131-20230218_112330.jpg,1933-1934,Carmen,1933-12-24,,Dutch,,False,738641,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1933-1934
134,0132_1933-1934_00133-20230218_112345.jpg,1933-1934,Tosca,1933-12-14,gastvoorstelling Georges Youreneff – H. Joachim Heinz,Dutch,,False,173034,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
136,0134_1933-1934_00135-20230218_112408.jpg,1933-1934,Madame Butterfly,1933-12-25,gastvoorstelling Helena Krinkels,Dutch,,False,680552,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
138,0136_1933-1934_00137-20230218_112430.jpg,1933-1934,Sissy,1933-12-25,gastvoorstelling Octavie Belloy,Dutch,,False,902335,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
140,0138_1933-1934_00139-20230218_112516.jpg,1933-1934,Sissy,1933-12-26,gastvoorstelling Octavie Belloy,Dutch,,False,290878,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
142,0140_1933-1934_00141-20230218_112535.jpg,1933-1934,Het Land van den Glimlach,1933-12-26,gastvoorstelling H. Joachim Heinz,Dutch,,False,269587,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
144,0142_1933-1934_00143-20230218_112553.jpg,1933-1934,Tosca,1933-12-27,GAKVO-gala,Dutch,,False,146536,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
146,0144_1933-1934_00145-20230218_112608.jpg,1933-1934,De Tooverfluit,1933-12-28,gastvoorstelling Helena Krinkels,Dutch,,False,789445,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1933-1934
148,0146_1933-1934_00147-20230218_112625.jpg,1933-1934,Sissy,1933-12-30,gastvoorstelling Octavie Belloy,Dutch,,False,708918,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
150,0148_1933-1934_00149-20230218_112645.jpg,1933-1934,De Tooverfluit,1933-12-31,,Dutch,,False,103428,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1933-1934
152,0150_1933-1934_00151-20230218_112709.jpg,1933-1934,Het Land van den Glimlach,1933-12-31,gastvoorstelling H. Joachim Heinz,Dutch,,False,962556,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
154,0152_1933-1934_00153-20230218_112726.jpg,1933-1934,Madame Butterfly,1934-01-02,gastvoorstelling Helena Krinkels,Dutch,,False,656255,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
156,0154_1933-1934_00155-20230218_112745.jpg,1933-1934,Het Land van den Glimlach,1934-01-04,gastvoorstelling H. Joachim Heinz,Dutch,,False,742021,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
158,0156_1933-1934_00157-20230218_112802.jpg,1933-1934,Tannhäuser,1934-01-06,gastvoorstelling Gustaaf de Loor,Dutch,,False,446177,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1933-1934
160,0158_1933-1934_00159-20230218_112831.jpg,1933-1934,Het Land van den Glimlach,1934-01-07,gastvoorstelling H. Joachim Heinz,Dutch,,False,415939,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
162,0160_1933-1934_00161-20230218_112849.jpg,1933-1934,De Tooverfluit,1934-01-07,,Dutch,,False,730041,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1933-1934
164,0162_1933-1934_00163-20230218_113001.jpg,1933-1934,Rigoletto,1934-01-09,gastvoorstelling Helena Krinkels – Georges Youreneff,Dutch,,False,815160,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
166,0164_1933-1934_00165-20230218_113018.jpg,1933-1934,Tosca,1934-01-11,gastvoorstelling H. Joachim Heinz – Georges Youreneff,Dutch,,False,978377,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1933-1934
168,0166_1933-1934_00167-20230218_113051.jpg,1933-1934,Rigoletto,1934-01-13,gastvoorstelling Helena Krinkels – Georges Youreneff,Dutch,,False,797861,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
170,0168_1933-1934_00169-20230218_113134.jpg,1933-1934,Sissy,1934-01-14,gastvoorstelling Octavie Belloy,Dutch,,False,946451,Sissy,DUI,Fritz Kreisler,1853,Sissy,operetta,Unk,1933-1934
172,0170_1933-1934_00171-20230218_113153.jpg,1933-1934,Het Land van den Glimlach,1934-01-14,gastvoorstelling H. Joachim Heinz,Dutch,,False,432726,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1933-1934
174,0172_1933-1934_00173-20230218_113239.jpg,1933-1934,De Rozenkavalier,1934-01-16,GAKVO-gala,Dutch,,False,146741,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1933-1934
176,0174_1933-1934_00175-20230218_113258.jpg,1933-1934,Rigoletto,1934-01-18,gastvoorstelling Ewa Bandrowska-Turska – Georges Youreneff,Dutch,,False,808330,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
178,0176_1933-1934_00177-20230218_113315.jpg,1933-1934,Traviata,1934-01-20,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,635771,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1933-1934
180,0178_1933-1934_00179-20230218_113337.jpg,1933-1934,De Rozenkavalier,1934-01-21,,Dutch,,False,886550,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1933-1934
182,0180_1933-1934_00181-20230218_113404.jpg,1933-1934,Rigoletto,1934-01-21,gastvoorstelling Ewa Bandrowska-Turska – Georges Youreneff,Dutch,,False,741630,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
184,0182_1933-1934_00183-20230218_113437.jpg,1933-1934,Tannhäuser,1934-01-23,gastvoorstelling Gustaaf de Loor,Dutch,,False,994809,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1933-1934
186,0184_1933-1934_00185-20230218_113456.jpg,1933-1934,Hoffman’s Vertellingen,1934-01-25,gastvoorstelling Ewa Bandrowska-Turska,Dutch,,False,610600,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1933-1934
188,0186_1933-1934_00187-20230218_113524.jpg,1933-1934,Rigoletto,1934-01-27,gastvoorstelling Ewa Bandrowska-Turska – Georges Youreneff,Dutch,,False,598288,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
190,0188_1933-1934_00189-20230218_113553.jpg,1933-1934,Tannhäuser,1934-01-28,gastvoorstelling Gustaaf de Loor,Dutch,,False,764737,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1933-1934
192,0190_1933-1934_00191-20230218_113611.jpg,1933-1934,De Dochter van Mme Angot,1934-01-28,GAKVO-gala,Dutch,,False,789497,De Dochter van Mme Angot,FR,Charles Lecocq,1872,La fille de Madame Angot,operetta,NL,1933-1934
194,0192_1933-1934_00193-20230218_113631.jpg,1933-1934,Rigoletto,1934-01-30,gastvoorstelling Clara Clairbert – Georges Youreneff – A. d’Arkor,Dutch,,False,856454,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
196,0194_1933-1934_00195-20230218_113653.jpg,1933-1934,De Dochter van Mme Angot,1934-02-01,gastvoorstelling Octavie Belloy,Dutch,,False,467175,De Dochter van Mme Angot,FR,Charles Lecocq,1872,La fille de Madame Angot,operetta,NL,1933-1934
198,0196_1933-1934_00197-20230218_113711.jpg,1933-1934,De Rozenkavalier,1933-02-03,,Dutch,,False,358873,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1932-1933
200,0198_1933-1934_00199-20230218_113729.jpg,1933-1934,De Dochter van Mme Angot,1934-02-04,gastvoorstelling Octavie Belloy,Dutch,,False,939958,De Dochter van Mme Angot,FR,Charles Lecocq,1872,La fille de Madame Angot,operetta,NL,1933-1934
202,0200_1933-1934_00201-20230218_113747.jpg,1933-1934,Faust,1934-02-04,,Dutch,,False,458965,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1933-1934
204,0202_1933-1934_00203-20230218_113804.jpg,1933-1934,De Rozenkavalier,1934-02-06,,Dutch,,False,383240,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1933-1934
206,0204_1933-1934_00205-20230218_113825.jpg,1933-1934,Tannhäuser,1934-02-08,gastvoorstelling Gustaaf de Loor,Dutch,,False,215019,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1933-1934
208,0206_1933-1934_00207-20230218_113845.jpg,1933-1934,Boheme,1934-02-10,gastvoorstelling Helena Krinkels,Dutch,,False,547589,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1933-1934
210,0208_1933-1934_00209-20230218_113940.jpg,1933-1934,De Lustige Boer,1934-02-11,,Dutch,,False,400845,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,NL,1933-1934
212,0312_1933-1934_00312-20230310_135612.jpg,1933-1934,De Dochter van Mme Angot,1934-02-11,gastvoorstelling Octavie Belloy,Dutch,,False,559499,De Dochter van Mme Angot,FR,Charles Lecocq,1872,La fille de Madame Angot,operetta,NL,1933-1934
214,0211_1933-1934_00212-20230218_114759.jpg,1933-1934,De Lustige Boer,1934-02-12,,Dutch,,False,153433,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,NL,1933-1934
216,0213_1933-1934_00214-20230218_114815.jpg,1933-1934,Boheme,1934-02-13,GAKVO-gala,Dutch,,False,801740,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1933-1934
218,0215_1933-1934_00216-20230218_114835.jpg,1933-1934,De Lustige Boer,1934-02-15,,Dutch,,False,980770,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,NL,1933-1934
220,0217_1933-1934_00218-20230218_114854.jpg,1933-1934,Madame Butterfly,1934-02-17,gastvoorstelling Ada Poliakowa,Dutch,,False,934779,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
222,0219_1933-1934_00220-20230218_114914.jpg,1933-1934,Madame Butterfly,1934-02-18,gastvoorstelling Ada Poliakowa,Dutch,Deze voorstelling is volgens een handgeschreven nota afgelast vanwege de dood van Koning Albert I,False,594208,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
224,0221_1933-1934_00222-20230218_115055.jpg,1933-1934,De Lustige Boer,1934-02-18,,Dutch,Deze voorstelling is volgens een handgeschreven nota afgelast vanwege de dood van Koning Albert I,False,178344,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,NL,1933-1934
226,0223_1933-1934_00224-20230218_115110.jpg,1933-1934,Boheme,1934-02-20,gastvoorstelling Helena Krinkels,Dutch,,False,963518,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1933-1934
228,0225_1933-1934_00226-20230218_115131.jpg,1933-1934,De Vliegende Hollander,1934-02-22,gastvoorstelling Georges Youreneff – Gustaaf de Loor,Dutch,Deze voorstelling is volgens een handgeschreven nota afgelast vanwege de dood van Koning Albert I,False,469383,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1933-1934
230,0227_1933-1934_00228-20230218_115150.jpg,1933-1934,Mister Wu,1934-02-24,eerste opvoering in België (Mister Wu),Dutch,,True,653685,Mister Wu,DUI,Eugen D'Albert,1932,Mister Wu,dramma lirico,Unk,1933-1934
231,0227_1933-1934_00228-20230218_115150.jpg,1933-1934,De Zeven Hoofdzonden,1934-02-24,eerste opvoering in België (Mister Wu),Dutch,,True,653685,De Zeven Hoofdzonden,N/A,Roger Avermaete,?,?,?,NL,1933-1934
233,0229_1933-1934_00230-20230218_115211.jpg,1933-1934,Boheme,1934-02-25,gastvoorstelling Helena Krinkels,Dutch,,False,481526,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1933-1934
235,0231_1933-1934_00232-20230218_115228.jpg,1933-1934,Mister Wu,1934-02-25,,Dutch,,True,627717,Mister Wu,DUI,Eugen D'Albert,1932,Mister Wu,dramma lirico,Unk,1933-1934
236,0231_1933-1934_00232-20230218_115228.jpg,1933-1934,De Zeven Hoofdzonden,1934-02-25,,Dutch,,True,627717,De Zeven Hoofdzonden,N/A,Roger Avermaete,?,?,?,NL,1933-1934
238,0233_1933-1934_00234-20230218_115305.jpg,1933-1934,Othello,1934-02-27,GAKVO-gala,Dutch,,False,390750,Othello,TSJ,Antonín Dvořák,1891,Othello,opera seria,Unk,1933-1934
240,0235_1933-1934_00236-20230218_115324.jpg,1933-1934,Madame Butterfly,1934-03-01,gastvoorstelling Helena Krinkels,Dutch,,False,214647,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1933-1934
242,0237_1933-1934_00238-20230218_115345.jpg,1933-1934,Driemeisjeshuis,1934-03-03,,Dutch,,False,595997,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1933-1934
244,0239_1933-1934_00240-20230218_115403.jpg,1933-1934,Mister Wu,1934-03-04,,Dutch,,True,134935,Mister Wu,DUI,Eugen D'Albert,1932,Mister Wu,dramma lirico,Unk,1933-1934
245,0239_1933-1934_00240-20230218_115403.jpg,1933-1934,Bolero,1934-03-04,,Dutch,,True,134935,Bolero,N/A,Maurice Ravel,1928,Boléro,orchestra,Unk,1933-1934
247,0241_1933-1934_00242-20230218_115420.jpg,1933-1934,Boheme,1934-03-04,gastvoorstelling Helena Krinkels,Dutch,,False,468598,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1933-1934
249,0243_1933-1934_00244-20230218_115439.jpg,1933-1934,Tristan en Isolde,1934-03-06,gastvoorstelling Gustaaf de Loor,Dutch,,False,802867,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1933-1934
251,0245_1933-1934_00246-20230218_115500.jpg,1933-1934,Mister Wu,1934-03-08,,Dutch,,True,988818,Mister Wu,DUI,Eugen D'Albert,1932,Mister Wu,dramma lirico,Unk,1933-1934
252,0245_1933-1934_00246-20230218_115500.jpg,1933-1934,Bolero,1934-03-08,,Dutch,,True,988818,Bolero,N/A,Maurice Ravel,1928,Boléro,orchestra,Unk,1933-1934
254,0246_1933-1934_00247-20230218_115531.jpg,1933-1934,De Lustige Boer,1934-03-10,,Dutch,,False,990588,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,NL,1933-1934
256,0248_1933-1934_00249-20230218_115553.jpg,1933-1934,Faust,1934-03-11,,Dutch,,False,535193,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1933-1934
258,0250_1933-1934_00251-20230218_115613.jpg,1933-1934,Carmen,1934-03-11,,Dutch,,False,100579,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1933-1934
260,0252_1933-1934_00253-20230218_115634.jpg,1933-1934,De Vledermuis,1934-03-13,GAKVO-gala,Dutch,,False,346296,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1933-1934
262,0254_1933-1934_00255-20230218_115654.jpg,1933-1934,De Vliegende Hollander,1934-03-15,gastvoorstelling Georges Youreneff – Gustaaf de Loor,Dutch,,False,491935,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1933-1934
264,0256_1933-1934_00257-20230218_115713.jpg,1933-1934,De Spook in't Slot,1934-03-17,eerste opvoering in België,Dutch,,False,414024,De Spook in't Slot,?,?,?,?,zangspel,NL,1933-1934
266,0258_1933-1934_00259-20230218_115730.jpg,1933-1934,Rigoletto,1934-03-18,gastvoorstelling Mignon Spence – Georges Youreneff,Dutch,,False,321920,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1933-1934
