Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1924-1925_00367-20220207_170133.jpg,1924-1925,Figaro's Bruiloft,05/03/1925,,FALSE,652443,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00369-20220207_170147.jpg,1924-1925,Sadko,07/03/1925,,FALSE,585505,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00373-20220207_170208.jpg,1924-1925,Figaro's Bruiloft,08/03/1925,,FALSE,996144,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00375-20220207_170220.jpg,1924-1925,De Drie Houten Poppen,08/03/1925,,TRUE,454391,De Drie Houten Poppen,N/A,Michel-Maurice Lévy,1920,Les Trois Pantins de bois,ballet,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00375-20220207_170220.jpg,1924-1925,De Doode Oogen,08/03/1925,,TRUE,454391,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00379-20220207_170239.jpg,1924-1925,Quinten Massijs,10/03/1925,gala de leden van Kring 'Unitas' aangeboden,TRUE,339416,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00379-20220207_170239.jpg,1924-1925,De drie Houten Poppen,10/03/1925,gala de leden van Kring 'Unitas' aangeboden,TRUE,339416,De drie Houten Poppen,N/A,N/A,N/A,N/A,N/A,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00383-20220207_170301.jpg,1924-1925,Sadko,12/03/1925,,FALSE,906648,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00387-20220207_170323.jpg,1924-1925,Hoffmann's Vertellingenen,14/03/1925,,FALSE,933679,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00389-20220207_170332.jpg,1924-1925,De Legende van Sakuntala,15/03/1925,,FALSE,586978,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakantala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00393-20220207_170352.jpg,1924-1925,Figaro's Bruiloft,15/03/1925,,FALSE,176136,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00395-20220207_170406.jpg,1924-1925,Sadko,17/03/1925,"gala, ingericht door de vereeniging 'Antwerpsen's Postfanfare'",FALSE,519871,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00399-20220207_170428.jpg,1924-1925,De Tooverfluit,17/03/1925,"gala, ingericht door de vereeniging 'Antwerpsen's Postfanfare'",FALSE,758872,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00401-20220207_170438.jpg,1924-1925,De Vrijschutter,19/03/1925,,FALSE,296594,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00403-20220207_170447.jpg,1924-1925,Stepan,21/03/1925,Eerste opvoering in BelgiÃ«,FALSE,465172,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00407-20220207_170516.jpg,1924-1925,Herbergprinses,22/03/1925,,FALSE,947088,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00409-20220207_170529.jpg,1924-1925,Sadko,22/03/1925,,FALSE,353184,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00413-20220207_170551.jpg,1924-1925,Stepan,26/03/1925,,FALSE,902210,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00417-20220207_170617.jpg,1924-1925,Jean-Marie,28/03/1925,,TRUE,366987,Jean-Marie,?,W. Verbeeck,?,?,drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00417-20220207_170617.jpg,1924-1925,Milenka,28/03/1925,,TRUE,366987,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00417-20220207_170617.jpg,1924-1925,Winternachtsdroom,28/03/1925,,TRUE,366987,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00421-20220207_170638.jpg,1924-1925,Sadko,29/03/1925,,FALSE,359376,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00425-20220207_170701.jpg,1924-1925,Zooals Voorheen,29/03/1925,,TRUE,290609,Zooals Voorheen,N/A,L. Van Dam,?,Zooals voorheen,?,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00425-20220207_170701.jpg,1924-1925,Stepan,29/03/1925,,TRUE,290609,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00429-20220207_170730.jpg,1924-1925,Tristan en Isolde,31/03/1925,Gala,FALSE,422030,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00433-20220207_170756.jpg,1924-1925,Sadko,02/04/1925,Eereavond Mr. En Mevr. Verbeeck aangeboden,FALSE,670435,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00437-20220207_170820.jpg,1924-1925,De Doode Oogen,04/04/1925,,TRUE,578443,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00437-20220207_170820.jpg,1924-1925,Poppenliefde,04/04/1925,,TRUE,578443,Poppenliefde,N/A,James Ensor,1924,Poppenliefde,ballet,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00441-20220207_170845.jpg,1924-1925,Stepan,05/04/1925,,FALSE,412793,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00445-20220207_170956.jpg,1924-1925,Carmen,05/04/1925,,FALSE,687571,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00447-20220207_171009.jpg,1924-1925,Herbergprinses,07/04/1925,,TRUE,644110,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00447-20220207_171009.jpg,1924-1925,Poppenliefde,07/04/1925,,TRUE,644110,Poppenliefde,N/A,James Ensor,1924,Poppenliefde,ballet,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00451-20220207_171034.jpg,1924-1925,Tannhauser,09/04/1925,,FALSE,875903,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00455-20220207_171105.jpg,1924-1925,Tannhauser,12/04/1925,,FALSE,989810,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,11/04/1925,,FALSE,846523,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,19/04/1925,,FALSE,121883,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,13/04/1925,,FALSE,501223,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,21/04/1925,,FALSE,577200,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,16/04/1925,,FALSE,772526,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,23/04/1925,,FALSE,116198,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,18/04/1925,,FALSE,295954,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,26/04/1925,,FALSE,591401,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00462-20220207_171158.jpg,1924-1925,Het Rijngoud,11/04/1925,,FALSE,179997,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00462-20220207_171158.jpg,1924-1925,Het Rijngoud,19/04/1925,,FALSE,790233,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00463-20220207_171204.jpg,1924-1925,De Walküre,13/04/1925,,FALSE,610376,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00463-20220207_171204.jpg,1924-1925,De Walküre,21/04/1925,,FALSE,360828,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00464-20220207_171213.jpg,1924-1925,Siegfried,16/04/1925,,FALSE,459314,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00464-20220207_171213.jpg,1924-1925,Siegfried,23/04/1925,,FALSE,117165,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00465-20220207_171219.jpg,1924-1925,Godendeemstering,18/04/1925,,FALSE,124275,Godendeemstering,DUI,Richard Wagner,1876,Götterdämmerung,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00465-20220207_171219.jpg,1924-1925,Godendeemstering,26/04/1925,,FALSE,802254,Godendeemstering,DUI,Richard Wagner,1876,Götterdämmerung,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00467-20220207_171230.jpg,1924-1925,De Tooverfluit,12/04/1925,,FALSE,213233,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00471-20220207_171259.jpg,1924-1925,Stepan,14/04/1925,,FALSE,825187,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00475-20220207_171334.jpg,1924-1925,Quinten Massijs,19/04/1925,,FALSE,917109,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00477-20220207_171348.jpg,1924-1925,Quinten Massijs,25/04/1925,gala,FALSE,924816,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00479-20220207_171405.jpg,1924-1925,Sadko,28/04/1925,,FALSE,676443,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie
1924-1925_00483-20220207_171432.jpg,1924-1925,Tannhauser,30/04/1925,Sluitvertooning,FALSE,978414,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie
1925-1926_00003-20220208_091744.jpg,1925-1926,De Meesterzangers van Nurenberg,15/09/1925,"gala, opening van het toneeljaar",FALSE,175659,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00005-20220208_091755.jpg,1925-1926,De Bruid der Zee,17/09/1925,,FALSE,773138,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00007-20220208_091805.jpg,1925-1926,Het Maagdelijk Woud,17/09/1925,Eerste opvoering,FALSE,481790,Het Maagdelijk Woud,N/A,André Illiashenko,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00009-20220208_091819.jpg,1925-1926,De Meesterzangers van Nurenberg,19/09/1925,,FALSE,267769,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00011-20220208_091831.jpg,1925-1926,De Bruid der Zee,20/09/1925,,FALSE,378283,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00013-20220208_091845.jpg,1925-1926,Het Maagdelijk Woud,20/09/1925,,FALSE,606287,Het Maagdelijk Woud,N/A,André Illiashenko,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00015-20220208_091857.jpg,1925-1926,De Tooverfluit,22/09/1925,,FALSE,574106,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00017-20220208_091910.jpg,1925-1926,De Meesterzangers van Nurenberg,24/09/1925,,FALSE,829139,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00019-20220208_091920.jpg,1925-1926,De Tooverfluit,26/09/1925,,FALSE,556231,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00021-20220208_091934.jpg,1925-1926,De Bruid der Zee,27/09/1925,,FALSE,326014,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00023-20220208_091947.jpg,1925-1926,De Meesterzangers van Nurenberg,27/09/1925,,FALSE,793943,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00025-20220208_092000.jpg,1925-1926,De Bruid der Zee,29/09/1925,,FALSE,440839,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00027-20220208_092012.jpg,1925-1926,Het Maagdelijk Woud,29/09/1925,,FALSE,397914,Het Maagdelijk Woud,N/A,André Illiashenko,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00030-20220208_092101.jpg,1925-1926,Laagland,01/10/1925,,FALSE,826940,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00032-20220208_092133.jpg,1925-1926,De Bruid der Zee,03/10/1925,,FALSE,751663,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00034-20220208_092153.jpg,1925-1926,Het Maagdelijk Woud,03/10/1925,,FALSE,609404,Het Maagdelijk Woud,N/A,André Illiashenko,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00036-20220208_092217.jpg,1925-1926,De Tooverfluit,04/10/1925,,FALSE,808533,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00038-20220208_092237.jpg,1925-1926,Laagland,04/10/1925,,FALSE,651030,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00040-20220208_092249.jpg,1925-1926,Laagland,06/10/1924,"gala, de leden van de Koninklijke Antwerpse Bicycleclub aangeboden",FALSE,506440,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1924-1925,Fé Derickx & Bernard Tokkie
1925-1926_00042-20220208_092425.jpg,1925-1926,Sadko,08/10/1925,"Gala, ten bate der Slachtoffers der Nederlandsche Stormramp",FALSE,672215,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00044-20220208_092440.jpg,1925-1926,Laagland,10/10/1925,,FALSE,891641,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00046-20220208_092454.jpg,1925-1926,Het Maagdelijk Woud,10/10/1925,,FALSE,665557,Het Maagdelijk Woud,N/A,André Illiashenko,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00048-20220208_092524.jpg,1925-1926,Quinten Massys,11/10/1925,,FALSE,808196,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00050-20220208_092716.jpg,1925-1926,De Meesterzangers van Nurenberg,11/10/1925,,FALSE,403404,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00052-20220208_092732.jpg,1925-1926,Laagland,13/10/1925,,FALSE,337831,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00054-20220208_092746.jpg,1925-1926,De Meesterzangers van Nurenberg,15/10/1925,,FALSE,245739,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00056-20220208_092758.jpg,1925-1926,De Vliegende Hollander,17/10/1925,,FALSE,346625,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00058-20220208_092812.jpg,1925-1926,Sadko,18/10/1925,,FALSE,880740,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00060-20220208_092826.jpg,1925-1926,De Tooverfluit,18/10/1925,,FALSE,144557,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00062-20220208_092926.jpg,1925-1926,De Meesterzangers van Nurenberg,20/10/1925,,FALSE,320595,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00063-20220208_092945.jpg,1925-1926,De Meesterzangers van Nurenberg,21/10/1925,,FALSE,430409,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00065-20220208_093030.jpg,1925-1926,De Vliegende Hollander,22/10/1925,,FALSE,248043,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00067-20220208_093048.jpg,1925-1926,Marieke van Nijmegem,24/10/1925,Gala,FALSE,184829,Marieke van Nijmegem,NL,P. Franz Uyttenhove,?,Marieke van Nijmegem,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00067-20220208_093048.jpg,1925-1926,Marieke van Nijmegem,25/10/1925,gala,FALSE,879581,Marieke van Nijmegem,NL,P. Franz Uyttenhove,?,Marieke van Nijmegem,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00069-20220208_093101.jpg,1925-1926,De Vliegende Hollander,25/10/1925,,FALSE,130276,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00071-20220208_093140.jpg,1925-1926,Marieke van Nijmegem,27/10/1925,,FALSE,702693,Marieke van Nijmegem,NL,P. Franz Uyttenhove,?,Marieke van Nijmegem,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00073-20220208_093158.jpg,1925-1926,De Meesterzangers van Nurenberg,29/10/1925,,FALSE,806087,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00075-20220208_093214.jpg,1925-1926,Herbergprinses,30/10/1925,"gala, ter gelegenheid van het 35 jarig bestaan der Maatschappij ten voordeele van noodlijdende redders",FALSE,527283,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00079-20220208_093248.jpg,1925-1926,Laagland,31/10/1925,,FALSE,627393,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00081-20220208_093303.jpg,1925-1926,Marieke van Nijmegem,01/11/1925,,FALSE,703748,Marieke van Nijmegem,NL,P. Franz Uyttenhove,?,Marieke van Nijmegem,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00083-20220208_093316.jpg,1925-1926,Sadko,01/11/1925,,FALSE,645595,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00085-20220208_093332.jpg,1925-1926,Sadko,03/11/1925,"gala, de leden van Société Royale Nautique Anversoise aangeboden",FALSE,282356,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00087-20220208_093347.jpg,1925-1926,Marieke van Nijmegem,05/11/1925,,FALSE,221531,Marieke van Nijmegem,NL,P. Franz Uyttenhove,?,Marieke van Nijmegem,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00089-20220208_093359.jpg,1925-1926,Taifun,07/11/1925,"gala, eerste vertoning in BelgiÃ«",FALSE,107261,Taifun,DUI,Tivadar Szànto,?,Taifun,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00091-20220208_093412.jpg,1925-1926,De Meesterzangers van Nurenberg,08/11/1925,,FALSE,273223,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00093-20220208_093426.jpg,1925-1926,Herbergprinses,08/11/1925,,FALSE,502382,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00095-20220208_093439.jpg,1925-1926,Laagland,10/11/1925,"Gala, de leden van 'doe het goede om het goede' aangeboden",FALSE,780062,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00097-20220208_093455.jpg,1925-1926,Taifun,11/11/1925,,FALSE,208170,Taifun,DUI,Tivadar Szànto,?,Taifun,?,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00099-20220208_093510.jpg,1925-1926,Draaimolen,11/11/1925,,FALSE,539390,De Draaimolen,N/A,G. Basilewsky,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00101-20220208_093524.jpg,1925-1926,De Draaimolen,15/11/1925,,FALSE,723819,De Draaimolen,N/A,G. Basilewsky,?,?,ballet,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00103-20220208_093538.jpg,1925-1926,De Meesterzangers van Nurenberg,14/11/1925,,FALSE,157723,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1925-1926,Fé Derickx & Bernard Tokkie
1925-1926_00105-20220208_093557.jpg,1925-1926,Prinses Zonneschijn,15/11/1925,,FALSE,126111,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1925-1926,Fé Derickx & Bernard Tokkie
